review_id,user_name,review_description,rating,thumbs_up,review_date,developer_response,developer_response_date,appVersion,language_code,country_code,has_response,year
27c2dcbc-e827-49b7-83f2-39d90a206617,karen_aguirre ,The app works as advertised.,5,1,2018-01-15 08:30:00,Thank you! Thrilled you finally found one that fits your needs perfectly. Explore the features when you have time — we're here if you need help!,2023-10-28 13:41:00,17.0.0,en,us,1,2018
78669449-84df-40c4-a65e-224a7f1811f2,leandro_15 ,Not too bad,5,1,2018-01-08 05:40:00,Thanks for the honest review! Not too bad is a win — we're always working to make it even better.,2023-10-28 13:38:00,17.0.0,en,us,1,2018
7715fcf6-c017-4edc-8fc4-d23a9daa6999,maribel_castillo ,"Potentially a great app except for the following points which I could notice in the short period of use: 1. Does not REQUIRE an account - which means if anyone gets access to your phone, they can see your passwords! Unsecure, uhh? 2. Description doesn't give any idea about encryption of your data on the phone! 3. Sync to DropBox/GoogleDrive could be automated!",3,0,2017-12-13 22:54:00,Appreciate the feedback! We're glad the points you noticed are minor. We'll keep it great and customizable.,2023-10-28 13:35:00,Unknown,en,us,1,2017
0b8d7005-b436-4e72-86a4-1572619289e4,noemi_hernandez ,"Does what it's supposed to do, easy to use. Very customizable. Can't find any negatives. Let's hope it stays that way.",5,2,2017-11-19 00:36:00,"Thank you! So happy it's clear, easy, and perfect for saving passwords.",2023-10-28 13:32:00,17.0.0,en,us,1,2017
8a2b8c3a-d898-4c2a-adf7-764b6575afe4,oscar_2005 ,Love this app. It's so clear and easy to se each password saved.,5,3,2017-11-01 14:26:00,Thanks! Having all passwords in one place is what we love hearing.,2023-10-28 13:29:00,17.0.0,en,us,1,2017
2a3756d6-43dc-409b-aad9-9400886fcba7,paola_m_ ,Nice to have my passwords all in one place.,5,7,2017-11-01 04:56:00,Glad it's nice for you! Thanks for the kind words.,2023-10-28 13:26:00,17.0.0,en,us,1,2017
eac3fa63-3bcc-4ef4-8a22-2a64cc81229f,quique_rios ,Great app!,5,2,2017-10-21 18:30:00,"Thank you! Super happy it's great, meets your needs, and feels very useful.",2023-10-28 13:23:00,17.0.0,en,us,1,2017
e770dfcb-af28-4b19-89c6-d44a63e39934,rosa_maria07 ,Works great for my needs.,5,2,2017-09-25 06:59:00,Awesome to hear it works great for your needs. Thanks!,2023-10-26 19:17:00,16.0.2,en,us,1,2017
72f06b2d-fcfa-49b5-9685-ca587167479e,sara_velez ,Ok good app...very safe and useful,5,1,2017-09-23 01:26:00,Thanks! Knowing it's safe and has saved you many times means a lot to us.,2018-11-28 06:12:00,16.0.2,en,us,1,2017
e990717c-d0a3-48b3-abe9-87cd0a4829b7,teo_gomez ,Good app. Easy to save all my information. Have been saver many times.,5,2,2017-08-29 20:28:00,"Thank you! Glad it's a good, easy app for saving everything securely ",2018-06-09 19:44:00,16.0.2,en,us,1,2017
40667adf-3d81-4ffd-9938-626f02740aae,ursula_99 ,"I like this app, just wish there was some way to recover all my passwords I had before i changed phones. I tried to find a backup and have been unsuccessful.",4,0,2017-08-26 23:43:00,"Hi Toni,

Thank you for your feedback and support.

If you have created a backup file, be sure to connect to the same account. You can also check the existence of your backup files on your Dropbox/Google Drive account.
If the issue persist, please contact support, we will try to help you recover your data.

Kind Regards,
support Team",2017-08-27 01:33:00,Unknown,en,us,1,2017
0f0172ba-87ef-4f95-986d-7d697ca6a3a1,victor_alfaro ,Efficient and well designed,5,0,2017-08-01 01:06:00,Thank you! We're glad you find it efficient and well designed,,16.0.2,en,us,1,2017
cb67f0d3-04b8-4dbd-9676-bf3d2ce31fe7,wendy_cruz ,Good one.,5,1,2017-07-29 19:53:00,"Thanks a lot! ""Good one"" means a lot — appreciate the support",,16.0.2,en,us,1,2017
4ad33523-692b-4155-8532-de70516be605,xavier_martin ,Loving it so far. It was easy to load all my info and I really like the look of it. I gave it a 4 though because it doesn't have an auto lock. You have to log out for it to lock up again. Would love to see this security feature added.,4,4,2017-07-23 22:38:00,"Hi Gina,

Thank you for your support and feedback.
The auto-lock option is now in development. This will be available in the next release among other new features.
We will inform you when the new release is live.

Kind Regards,
support Team",2017-07-28 01:12:00,16.0.2,en,us,1,2017
c1134f24-fbd9-437e-9721-807cf238b30f,yolanda_perez ,Good app that stores my passwords and backup to Google Drive.,4,2,2017-07-23 08:47:00,Thank you! We're so glad you like that it stores your passwords securely and backs up to Google Drive,,16.0.2,en,us,1,2017
7e28ba65-030c-4c9e-a6bb-00771e85b4d5,zoe_ortiz ,Love the app,5,1,2017-07-20 12:33:00,Thanks a lot! We love hearing that you love the app!,,16.0.2,en,us,1,2017
6236ca6d-1e3d-4b43-9425-b9e2ea8a6c40,adrian_1997 ,"When I retrieve stored information from Google drive, it becomes unrecognisable. How can it be possible to retrieve information the same as uploaded?",4,1,2017-07-19 21:06:00,"Hello,

Thank you for your feedback.
The backup files that are stored on your Google Dive account are encrypted (for security reasons). If the content of a backup file is altered, you will not be able to retrieve the data from that file.

Kind Regards,
support Team",2017-07-20 00:03:00,16.0.2,en,us,1,2017
c9cd0cd0-b63f-4831-a8ce-46cac5955754,belen_sanchez ,"While it does not auto-sync, it can store it's data on Google Drive and DropBox, so it can be accessed across all platforms. It also does lack an auto-close feature. Otherwise, a very useful app. I especially like the one click copy to clipboard, very handy! Also has a password generator, way cool! A few small tweeks, and this app would rock!",4,1,2017-07-12 16:49:00,"Hi Jay,

Thank you for your feedback and for your support.
We want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features.

Kind Regards,
support Team",2017-07-28 01:15:00,16.0.2,en,us,1,2017
e87a5f5c-90e4-4143-a933-985086811b4d,cristian_v_ ,"Does what I need it to do. Would like to see some sort of auto close option for app when phone sleeps or shuts down. Other than that, good app",4,2,2017-07-06 05:54:00,"Hi Janet,

Thank you for your feedback and for your support.
We want to let you know that the auto lock option and the automatic backup will be available in the next release among other new features.
The new version is under development. We will let you know when the new features are available.

Kind Regards,
support Team",2017-07-28 01:18:00,16.0.2,en,us,1,2017
3b5c51ea-8263-4839-8626-47df3c1f69ba,diana_herrera22 ,Great to store password,4,1,2017-07-02 19:41:00,thank you! We're glad it's great for storing passwords,,16.0.2,en,us,1,2017
84e53c91-91f7-4581-800a-e07ef41bc6b6,emilio_2001 ,Awesome,5,1,2017-06-24 03:19:00,Awesome! Thanks for the kind words — means a lot!,2024-05-15 17:08:00,16.0.2,en,us,1,2017
8d62d61f-b5a5-4c54-8e9c-1f301e8e5ab6,flor_lopez ,Very 👍 nice app,4,3,2017-06-21 17:03:00,Thank you! Happy you love the UI and find it awesome,2024-05-13 13:55:00,16.0.2,en,us,1,2017
9abc95be-2575-4e7b-ade7-13b9f0d6f43d,german_mora ,It is easy to use and has a nice screen layout.,5,3,2017-06-18 21:22:00,Thanks! We worked hard on the nice screen layout — glad you like it.,2024-11-05 08:41:00,16.0.2,en,us,1,2017
7c6d3a53-7ed0-4e51-ae5b-41b1948323ed,hilda_ferreira ,Very handy  No problems at all.,5,3,2017-06-10 22:51:00,Appreciate it! Handy and problem-free is exactly what we aim for.,2023-10-31 13:50:00,16.0.2,en,us,1,2017
d5934474-9ebd-41c5-b35a-052643ea0d78,ivan_rios09 ,"Simple and best password manager... Lovely UI and Icons... If the option to add more fields is given, then it can be used for many purposes... Keep up the good work...",5,9,2017-05-31 10:35:00,Thank you! Super easy to use with a lovely UI and icons is our goal,2023-10-28 13:47:00,16.0.2,en,us,1,2017
9c0c66ed-d7bf-4cdd-8ec8-9d599d619bee,jazmin_18 ,It is nice and very well simple to use,5,4,2017-05-24 05:55:00,"Thanks! If you'd like more custom fields, we'll consider it for future updates.",2023-10-28 13:44:00,16.0.2,en,us,1,2017
6e9bd0f5-06cc-4ee6-b127-18493c6746d7,kevin_mtz ,Good done,5,2,2017-05-19 10:13:00,"Thank you! Nice, simple, and well-designed — glad you're enjoying it.",2023-10-28 13:40:00,16.0.2,en,us,1,2017
8032fdb9-d2cb-4547-95a5-7f6f5b7a9968,laura_fernandez ,So far so Good,5,2,2017-05-15 03:40:00,Good done? Thanks! We appreciate that,2023-10-28 13:37:00,16.0.2,en,us,1,2017
8b613100-cb0e-446e-89c0-66ef21811dc5,manuel_96 ,Super and easy,5,3,2017-04-20 21:32:00,So far so good? Awesome — thanks for the feedback!,2023-10-28 13:34:00,10.5.3,en,us,1,2017
8f41fb4e-89bb-4cb2-a258-4179d7ebe783,natalia_vidal ,Amazing,5,0,2017-04-10 04:11:00,"Thank you! ""Amazing"" is the best compliment we can get!",2023-10-28 13:31:00,Unknown,en,us,1,2017
189fded4-5388-4d12-9fe6-bd89992d8219,omar_garcia ,Great Password Keeper! Easy to store and retrieve. Thanks so much for the work and dedication put into this app!!!,5,2,2017-03-08 10:38:00,"Wow, thank you! We're thrilled it's an amazing password keeper for you. Thanks for the appreciation!",2023-10-28 13:28:00,10.5.1,en,us,1,2017
44244801-c2c9-47ba-811b-3ef8140dbbd7,patricia_2003 ,"Great app, simple to use.",5,1,2017-02-09 00:27:00,"Thank you! Great to know it's simple, easy to use, and works well.",2023-10-27 18:22:00,10.4.1,en,us,1,2017
b8cb4951-0e2c-47f2-b5b2-cc89daeab783,rafael_m_ ,Easy to use and flexible with good choice of icons to go with the passwords,5,2,2017-02-05 13:17:00,"Thanks! Glad the app, icons, and flexibility are hitting the mark for you.",2018-11-29 07:51:00,10.5.0,en,us,1,2017
a3bf82b7-da8e-43ed-b2a4-b540a1dba49b,silvia_ortiz ,good,5,0,2017-01-11 21:55:00,Thank you! Short and sweet — we appreciate it!,2018-05-09 18:09:00,10.3.1,en,us,1,2017
91635daa-e90e-46c9-9878-d4a3806c3c2e,tomas_1995 ,I loved this while inputting my passwords.  Very easy to use.  But I never selected a security code and closed out the app. Now I cannot regain access. There is no option to recover account 😟,3,2,2016-12-05 18:57:00,"Hi Rachel,

Thank you for your feedback.
If the app asks you for a password it means that you have set up a password. When you set up a password you can also set a recovery email address for situations when you don't remember your password.  If you didn't provide an email address we cannot reset your password.

Kind Regards,
PM Team",2024-05-16 19:14:00,7.1.1,en,us,1,2016
7019dc83-4864-4e4d-8066-3d33e2dfbac2,vanessa_23 ,I really loved this app until I had to do a factory reset and everything was lost. It was simple and easy to use.   Really wish it had a backup/restore feature. Now I need to look for a different app and type all my passwords again.  Not taking a chance of losing them so installing an app with backup/restore/sync.,3,2,2016-11-21 15:29:00,"Hi Cindy,

Thank you for your feedback.
We want to let you know that in the upcoming days the backup option will be available. 
We are very sorry for the inconvenience that we have caused.

Kind Regards,
PM Team",2024-05-14 15:37:00,7.1.1,en,us,1,2016
0b454386-5872-40e9-8c2e-78d335429021,walter_hernandez ,It's perfect just looks like a regular email list for sum1 forgetful like myself and its free a beautiful lil app,5,4,2016-11-17 18:36:00,Thank you! We're glad it feels like a simple,2024-12-05 11:22:00,7.1.1,en,us,1,2016
af4a0483-3bfd-4d58-895c-9e7ceaf3ffec,xochitl_perez ,Good App,5,0,2016-10-31 10:46:00,"Thanks so much! Happy to hear it's a good app, very easy to use and understand.",2024-10-05 08:49:00,7.1.1,en,us,1,2016
4c1a3caf-fa85-46ff-8b8f-599613310f48,yamil_lopez ,Awesome app. Very easy to use and understand.,5,2,2016-10-30 01:52:00,"Wow, thank you! ""Awesome app"" means a lot to us — appreciate the love!",2024-08-05 06:15:00,7.1.1,en,us,1,2016
13f77ccb-08a8-484b-8cc6-430163d99a6f,zaira_mendoza ,This good app but should have back up feature for the data stored.,4,6,2016-10-29 09:19:00,"Hi Anil,

Thank you for your feedback and for your support.
We want to let you know that in a few days a backup option will be available.
You will receive an update in the upcoming days.

Kind Regards,
PM team",2023-10-31 13:55:00,7.1.1,en,us,1,2016
bacf84c8-f2d3-4fa5-b788-c71f5979b93e,alberto_07 ,🌟🌟🌟🌟🌟,5,1,2016-10-26 06:43:00,"Hi Chrynzton,

We are very happy that you appreciate our app and for your feedback.
The issue has been fixed. An update will be available in a couple of hours.
Logo Options: That's a good suggestion. We will keep this in mind for the next update.

Kind Regards,
PM Team",2023-10-28 13:52:00,7.0.1,en,us,1,2016
9a488445-8e09-48e1-ad3b-d60dd8ea0a9d,carmen_rios ,Sagarkumar,2,0,2016-10-23 06:48:00,"Hi Sagar,

Thank you for your feedback.
Based on your review we understand that you don't like something about this app. Can you please help us understand what was the problem, so we can improve this app.
Thank you for your support.

Kind Regards,
PM Team",2023-10-28 13:49:00,7.0.1,en,us,1,2016
56b529a6-f69d-49f1-b709-0f6494f4428d,daniel_2004 ,Simply amazing,5,0,2016-10-17 16:29:00,Thanks!,2023-10-28 13:46:00,7.0.1,en,us,1,2016
043e420f-517c-4497-a6a4-79c8d42e7910,esther_vargas ,Like it,2,1,2016-10-12 15:58:00,"Hi Zahidul,
We noticed your review in which you mentioned that you like the application but gave a 2 stars review. Did you encounter any issues with the application or maybe you have some suggestions about how we can improve this app?
Kind Regards,
PM Team",2023-10-28 13:43:00,7.0.1,en,us,1,2016
137ab73d-b5f9-4e9c-b872-802eca96a81d,felipe_ortega ,Love it,5,0,2016-10-11 20:26:00,thanks i lof u,2023-10-28 13:40:00,7.0.0,en,us,1,2016
d0384ede-7c87-4781-a5cb-ae2f9a0b7d28,gina_munoz ,Usuful but without any login to restor if the program deleted,3,2,2016-10-09 02:51:00,"Hi Arefeh,

Thank you for your feedback and for trying our app.
We want to let you know that, in a couple of days a backup & restore option will be available, so you can restore/backup your data anytime on any device.
If you have suggestions how we can improve this app, please let us know at support@managerpass.com.

Kind Regards,
PM Team",2023-10-28 13:37:00,7.0.1,en,us,1,2016
a252a68e-dcd3-4dab-80dc-d406a8ecc36c,horacio_99 ,"Very nice, easy to work with, user friendly,  pleasing view",5,0,2016-10-05 08:22:00,ok,2023-10-28 13:34:00,7.0.0,en,us,1,2016
463126f9-a6b4-4931-a5b4-6f814d995fc1,ingrid_castro ,I think it's best apps I will give it 5 stars,5,2,2016-10-02 11:17:00,omg thanks,2023-10-28 13:31:00,7.0.0,en,us,1,2016
cf7889c0-f4d0-4dba-9df8-120cf1a342a8,joaquin_18 ,"unfortunately, if in adding a new account you go to browser to copy the URL, you'll return to this password manager to find your email address and password are lost. The app doesn't keep them. So you've got to remember every detail in one go. I've looked at several other password managers and none had such a good interface as this. Simple, logical.  But the above shortcoming needs to be addressed.",3,2,2016-09-30 11:40:00,"Hi Fyuuredhijgfzre,

Thank you for your kind words. Related to this issue, we believe that the Android system is resetting the app. This happens when you have a lot of apps running in the background. The system tries to allocate memory for the active apps and closes the background apps.
If the issue persist please contact support.

Best Regards",2023-10-28 13:28:00,7.0.0,en,us,1,2016
4603e53f-ab60-4b65-957b-8411fac03586,katalina_lopez ,Very good and user friendly app,4,0,2016-09-24 21:56:00,Thank you! We're thrilled you find it very good and user-friendly,2023-10-28 13:25:00,7.0.0,en,us,1,2016
ac35de02-a5c7-4d9a-9716-4c17d5351736,lorenzo_fer ,It's a little cartoonish for my taste.,2,0,2016-09-22 02:25:00,Thanks for the feedback! Happy it's good overall — we appreciate hearing that.,2023-10-28 13:22:00,Unknown,en,us,1,2016
2f55e557-1673-4781-98a7-a712adf29012,magdalena_ ,I like this app. Great app,5,0,2016-09-18 20:12:00,"Thanks! We went for a fun, cartoony style — glad you noticed. If it's a bit too much for your taste, we take note for future options.",2023-10-28 13:19:00,4,en,us,1,2016
bbef3543-6ead-48e1-88e6-389007587966,octavio_rdz ,"Simple and cute. I like that we can add a password to protect our info,  too.",4,1,2016-09-17 14:15:00,"Thank you! We're glad you find it simple and cute, and love the extra password protection for your info",2023-10-28 13:13:00,4,en,us,1,2016
b64d3c59-a6bf-44d9-8532-915a919bd5f5,priscila_herrera ,This app doesn't need even a single permission.,5,0,2016-09-16 08:51:00,Thank you! Zero permissions is something we're really proud of,2023-10-28 13:10:00,4,en,us,1,2016
3051daeb-6d7c-4373-a71d-647d388c7646,raul_martin ,This app is simple and visually pleasing. It allows a number of options for filtering apps based on their function and assigning icons to each app for easier identification. The whole app can be protected with a password as well. My only complaint is that the password isn't required every time you open the app as long as the app is still running in the background.,5,1,2016-09-15 10:54:00,"Thanks so much! Simple, visually pleasing, and great filtering/icon options — glad you're enjoying those features.",2023-10-27 20:05:00,4,en,us,1,2016
053074b2-cad6-43a4-94c4-0dc4c7bd6d46,susana_96 ,Looks good so far,5,1,2016-09-14 06:30:00,Appreciate it! Simple but effective is exactly what we set out to build.,2023-10-25 17:42:00,4,en,us,1,2016
518e0b64-dcfe-4862-814f-319ac079b68e,tristan_gomez ,Simple but effective,5,0,2016-09-13 20:57:00,Thanks! Happy to hear it's looking good so far — more improvements on the way.,2023-10-23 15:19:00,4,en,us,1,2016
5dcd42c0-64a0-4c1c-9d30-0d90845a3705,ursula_21 ,I like the recognizable icons for identifying seperate accounts.,4,0,2016-09-12 22:01:00,Thank you! The recognizable icons make it easier to spot your accounts quickly,2023-10-21 12:58:00,4,en,us,1,2016
ab0b106b-cacb-4e54-9ab8-63cba5d15574,vladimir_lopez ,Colorful and pleasing to the eye.  Very simple to use.  I really appreciate that it doesn't ask for access to anything on your phone.  And there are no ads.  Very happy with this.,5,5,2016-09-10 00:49:00,Thanks a lot! We love that you appreciate the no-access approach and find it colorful and simple to use.,2023-10-19 10:33:00,4,en,us,1,2016
1094d763-3d6a-4d53-9ceb-219627306efe,yesenia_cruz ,Love it,5,1,2016-09-04 05:09:00,"Thank you! ""Awesome"" is the best feedback we can get",2023-10-17 08:07:00,4,en,us,1,2016
b454b56c-6171-49bb-a04b-b878095b83e2,zack_hernandez,Awesome,5,1,2016-09-01 20:45:00,Thanks! We love hearing that you love it!,2023-10-15 05:44:00,Unknown,en,us,1,2016
7a9f2e14-b3c5-4d28-9e1a-6f8d7c2e5b9a ,juanperez_94 ,This app is a complete waste of time. Crashes every 5 minutes and the ads are nonstop. Deleted after one day.,3,0,2016-08-31 06:53:00,Sorry for the crashes. Please share your device info so we can fix it.,2023-05-26 17:51:00,Unknown,en,us,1,2016
f3d8c1a5-6729-4e0f-b812-3a9e6d5c1f7b ,maria_lopez23 ,"Absolute garbage. Paid for premium and still get bombarded with pop-ups. Customer support is a joke, no reply in 2 weeks.",2,0,2016-07-16 13:22:00,We're working on the login issue. Update coming soon.,2023-05-23 14:28:00,Unknown,en,us,1,2016
9e4b7f2d-8c1a-41e6-9d3f-5b6a2c8e0f14 ,carlosgamer15 ,"Used to be decent, now it's just a laggy mess full of bugs. Devs clearly stopped caring.",2,0,2016-07-15 11:47:00,Ads are in the free version. Premium removes them.,2023-05-20 11:03:00,Unknown,en,us,1,2016
c2a5d9e7-3f81-4b6c-a0e2-7d9f1b5c3e8a ,sofia_ramirez7 ,"Don't bother. The interface is confusing, nothing loads properly, and it drains my battery like crazy.",2,0,2016-07-13 09:18:00,Thanks for the feedback. Battery optimizations in progress.,2023-07-01 23:12:00,Unknown,en,us,1,2016
1b8e6f3a-d4c2-47e9-8a1f-5c9d0b7e2f36 ,andres_2001 ,"Worst app I've ever downloaded. Promises so much, delivers nothing. Pure scam vibes.",2,0,2016-11-07 22:41:00,Try clearing cache or reinstalling. Let us know if it continues.,2023-04-01 20:39:00,Unknown,en,us,1,2016
e7f9a2c4-5b1d-4e8a-9c3f-0d6b2a1e7f85 ,laura_mz ,Keeps logging me out randomly and then says my password is wrong even when it's not. So frustrating.,1,0,2016-09-07 19:05:00,Bug fixed in latest update. Please update the app.,2023-01-01 18:16:00,Unknown,en,us,1,2016
4d3c8a1f-6e9b-42d7-a5f1-8c0e3b9d6a27 ,diego_hernandez98 ,"Full of fake reviews probably. The actual app is slow, ugly, and basically unusable on my phone.",1,0,2016-07-07 17:33:00,Pro features still expanding. More coming soon!,2022-12-29 15:44:00,Unknown,en,us,1,2016
a1f5d7e2-c8b9-4a3e-9f0d-2b6c1e4a8d73 ,valeriaaa_18 ,I regret every second I spent trying to make this work. Crashes on every important action.,1,0,2016-05-07 14:12:00,UI improvements planned for next update.,2022-12-26 13:21:00,Unknown,en,us,1,2016
6b9e2c4f-d1a7-48e3-b5f9-0c3a7e2d1f68 ,pedro_rivera09 ,"They keep pushing updates that make it worse. Used to like it, now it's trash.",1,0,2016-03-07 10:58:00,Try Google/Apple sign-in for login issues.,2022-12-23 10:58:00,Unknown,en,us,1,2016
8c4a1e9d-f7b2-43c6-a0e8-5d9f3b1c2e7a ,ana_belen05 ,"Terrible design, terrible performance, terrible everything. Avoid at all costs.",2,0,2016-01-07 08:27:00,Sorry it didn't meet expectations. We're improving.,2022-12-20 08:35:00,Unknown,en,us,1,2016
2e7f5d1a-c9b3-4e8f-a1d6-3b0c9e7f2a54 ,mateo_ortiz22 ,Paid $9.99 for pro features and they're basically the same as free version. Total rip-off.,2,0,2016-06-29 23:19:00,Notifications fixed in version 2.1.,2022-12-17 06:02:00,Unknown,en,us,1,2016
d9a3c6e1-5f2b-41d8-9e7a-0c4b8f3d1e69 ,camila_v_ ,"Constant errors, can't even finish setting it up. Uninstalled in under 3 minutes.",1,0,2016-06-27 20:44:00,Premium is ad-free. Thanks for understanding.,2022-12-14 03:49:00,Unknown,en,us,1,2016
5f1b8d4e-a3c7-49e2-b6f0-8d2a1c9e7f3b ,ricardo_mora ,This thing is so buggy it's embarrassing. Feels like it was made by interns.,2,0,2016-06-25 18:09:00,Issue resolved in v1.4.3 — update now.,2022-11-12 01:27:00,Unknown,en,us,1,2016
b7e2f9c4-1d8a-4c3e-a5f9-6b0d7e2c1a48 ,isabella99 ,"Ads every 10 seconds, even after paying. Greedy and disrespectful to users.",1,0,2016-06-23 15:36:00,Email us at support@appname.com with details.,2022-08-12 23:14:00,Unknown,en,us,1,2016
3a9d6c2f-e4b1-47d9-8f3a-1c5e0b9d7f26 ,jorge_lpz ,Broken since the last update. Can't open half the features. Devs are clueless.,2,0,2016-06-21 12:51:00,Freezing fix coming in next patch.,2018-11-28 08:33:00,Unknown,en,us,1,2016
f1c8a5e3-9d2b-4a7f-b0e6-5c3f1d8a9e74 ,daniela_2705 ,Looks like it hasn't been updated since 2018. Outdated and slow as hell.,2,0,2016-06-19 07:14:00,Search improved in latest version.,2018-11-26 07:09:00,Unknown,en,us,1,2016
0d4e9b7a-c6f2-43a1-9e8d-2b7c5f0a1e39 ,santiago_cr ,I hate this app so much. It ruined my mood every time I tried to use it.,2,0,2016-06-17 04:38:00,Refund issued. Sorry for the confusion.,2018-11-24 05:41:00,Unknown,en,us,1,2016
6a2f8d1c-e5b9-48c3-a1f7-9d0e4b3c2f85 ,emilia_rios ,"Literally zero customer service. Send emails, get ignored. Classic.",3,0,2016-06-15 21:22:00,UI refresh in development.,2018-12-09 23:58:00,Unknown,en,us,1,2016
c5b1e9f4-7a3d-42e6-8c0f-3a9d6e1b7f52 ,gabriel_2003 ,"The notifications are broken, the search is useless, the whole thing is a disaster.",1,0,2016-06-13 19:47:00,Investigating load issues on older devices.,2018-10-09 22:19:00,Unknown,en,us,1,2016
9f3d7a2e-b1c8-4e5f-a9d3-0c6b2f8e1a47 ,lucia_mendez ,Downloaded because of the hype. Biggest disappointment of the year.,3,0,2016-11-06 16:03:00,All reviews are real. Speed improvements underway.,2018-08-09 20:47:00,Unknown,en,us,1,2016
4e8c2f1d-a9e6-47b3-9f0a-5d1c7e3b8a26 ,alejandro_87 ,Forces you to watch ads to do basic things. Feels like punishment.,3,0,2016-09-06 13:29:00,Full redesign coming soon.,2024-05-19 18:22:00,Unknown,en,us,1,2016
1a7d5e9c-f3b2-4c8a-e0f6-9b3d1c6a7f84 ,mariana_vzla ,Keeps freezing my phone. Had to force restart twice already. Deleting now.,2,0,2016-07-06 10:55:00,Forwarded your support feedback to the team.,2024-05-17 13:59:00,Unknown,en,us,1,2016
e2f9c6a3-8d1e-41b7-9c5f-0a4e3d7b2f61 ,nicolas_fer ,The UI is so bad it hurts to look at. Who approved this?,2,0,2016-05-06 08:41:00,Try restarting device or checking connection.,2024-05-15 09:41:00,Unknown,en,us,1,2016
7b4e1d9a-c2f8-48e3-a6b9-5c0f2e1d8a37 ,victoria_lopez ,"Promised free trial, then charged me anyway. Shady practices.",2,0,2016-03-06 06:17:00,Battery optimizations in progress.,2024-05-13 07:18:00,Unknown,en,us,1,2016
d6a3f8e2-9c4b-43d1-8e7a-1f5b0c9d3e72 ,sebastian_12 ,Can't believe this is still on the store. It's practically unusable.,2,0,2016-01-06 23:08:00,Sorry for the bad experience. We'll improve.,2023-10-30 13:58:00,Unknown,en,us,1,2016
3c9e7b1f-a5d2-4e8c-b0f1-6a4d2e9c7b58 ,paola_gomez98 ,Every time I try to log in it fails. Gave up after the 8th try.,1,0,2016-05-30 20:34:00,Freezing fixed in v1.5 — update please.,2023-10-28 13:57:00,Unknown,en,us,1,2016
f8d2c5a7-e1b9-47a3-9f8d-0c3e6b1a5f29 ,fernando_31 ,"Overhyped trash. All flash, no substance. Waste of storage space.",3,0,2016-05-28 17:59:00,Noted your points for future updates.,2023-10-28 13:54:00,Unknown,en,us,1,2016
5e1a9f3c-d7b2-42e6-a1c8-9d4f0b7e3a64 ,valentin_05 ,"Honestly, just uninstalling and moving on. This app deserves 1 star and nothing else.",2,0,2016-05-26 15:22:00,Thanks for the review. Improvements on the way.,2023-10-28 13:51:00,Unknown,en,us,1,2016
a4f7d2e9-8c1a-4b3f-9e6d-2b0c5a8f1e73 ,carolinaaa_ ,"It's okay. Does what it says, but nothing special. Works fine most of the time.",3,0,2016-05-24 12:46:00,Thanks for the feedback! Glad it works most of the time. We're always looking to make it even better.,2023-10-28 13:48:00,Unknown,en,us,1,2016
2b8e6c4d-f9a1-47c3-b5e0-1d9f3c6a8b45 ,david_rdz ,"Average app. Some features are useful, others feel a bit slow. Not bad, not great.",4,0,2016-05-22 10:13:00,Appreciate the honest review. We're working on speeding up some sections — thanks for pointing it out.,2023-10-28 13:45:00,Unknown,en,us,1,2016
9c3a1f7e-d2b8-4e5a-a0f9-6b7d2e1c4f86 ,renata_2000 ,Decent for basic use. I use it occasionally and it gets the job done.,5,0,2016-05-20 07:39:00,Thanks for using the app! Good to know it gets the job done for your needs.,2023-10-28 13:42:00,Unknown,en,us,1,2016
6f5d9b2a-c8e3-41f7-9c4a-0e3b8d1f6a27 ,matias_96 ,"The app is functional. Had a couple of small glitches, but overall it's usable.",3,0,2016-05-18 05:04:00,Thank you. We'll keep an eye on those minor glitches and improve stability in future updates.,2023-10-28 13:39:00,Unknown,en,us,1,2016
e1c7a4f9-b3d2-48e6-a9f1-5c0b7e2d3a81 ,jimena_cruz ,"Nothing to complain about, but also nothing wow. Just a standard tool.",3,0,2016-05-16 02:51:00,Thanks for the review. We aim to keep things simple and reliable — glad it's meeting expectations.,2023-10-28 13:36:00,Unknown,en,us,1,2016
4a9e2d1c-f7b8-43c5-8e0f-1d6a9c3b7f52 ,tomas_herrera ,"It works as expected. Interface is simple, which is fine for me.",3,0,2016-05-14 23:27:00,Glad the simple interface works for you. Thanks for the feedback!,2023-10-28 13:33:00,Unknown,en,us,1,2016
b2f8e6d3-a1c9-4e7a-9f5b-0c4d3e1a8b69 ,alondra_m_ ,"Not the best I've tried, but it does the basics without too many issues.",3,0,2016-12-05 21:18:00,Appreciate it. We're constantly tweaking things to make the experience smoother.,2023-10-28 13:30:00,Unknown,en,us,1,2016
8d3c7a1f-e5b2-42d9-a6f0-9e1b5c3d7a34 ,benjamin_18 ,Okay experience so far. Loads reasonably fast and doesn't crash often.,4,0,2016-10-05 18:55:00,Thanks for letting us know. Performance is a priority — more optimizations coming.,2023-10-28 13:27:00,Unknown,en,us,1,2016
1f6a9e4c-d8c3-47b1-9e8d-3a0f2b7c5e81 ,catalina_vidal ,"Middling app. Some parts are convenient, others could be improved.",1,0,2016-08-05 16:32:00,Thank you for the balanced take. Your input helps us decide what to improve next.,2023-10-26 16:50:00,Unknown,en,us,1,2016
